,year,date,01456001,01456003,01456009,01457000,01457001,01554006,01556000,01556001,01556002,01556006,01557001,01557003,01558000,01558001,01558004,01558005,01654000,01654001,01655000,01655001,01655002,01655004,01656001,01656002,01656003,01656004,01657000,01657002,01657003,01657004,01658000,01754000,01754002,01754004,01755003,01756000,01756001,01756003,01757001,01853000,01853002,01854001,01854002,01854003,01854004,01857001,01857003,01954002,01954003,01954004,01956003,01956004,01956005,01957000,01957003,01957004,01957005,01957006,02054000,02054005,02055000,02055001,02055002,02056001,02056003,02056005,02155001,02156000,02156001,02157003,02157004,02256001,02257000,system:index,month,1456001,1456003,1456009,1457000,1457001,1554006,1556000,1556001,1556002,1556006,1557001,1557003,1558000,1558001,1558004,1558005,1654000,1654001,1655000,1655001,1655002,1655004,1656001,1656002,1656003,1656004,1657000,1657002,1657003,1657004,1658000,1754000,1754002,1754004,1755003,1756000,1756001,1756003,1757001,1853000,1853002,1854001,1854002,1854003,1854004,1857001,1857003,1954002,1954003,1954004,1956003,1956004,1956005,1957000,1957003,1957004,1957005,1957006,2054000,2054005,2055000,2055001,2055002,2056001,2056003,2056005,2155001,2156000,2156001,2157003,2157004,2256001,2257000,media_estacao,media_era5
0,1950,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1267.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1023.1,0.0,0.0,0.0,0.0,0.0,0.0,1478.4,0.0,0.0,0.0,0.0,1500.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2145077,77,1862.556966,1862.556966,1948.200382,1791.2091249999999,1908.082679,2474.879624,1913.732952,1973.49932,1995.094449,2037.916877,1951.339872,1904.59247,2285.93386,2140.4783509999997,1748.5578970000001,1842.622907,2058.286717,1785.9203770000001,1862.3833889999999,2284.146533,2088.550323,2003.279216,2200.779,2127.9535,2123.08138,2326.143063,1676.926679,2036.6314360000001,1676.926679,1986.185416,2011.17082,1791.873608,2227.936255,2196.09645,1968.443633,2273.288565,2106.198779,2349.650466,1997.6304380000001,2204.4834260000002,1888.056241,1850.022815,2058.8188689999997,1625.310995,2078.846238,1811.003537,1904.994451,1758.137271,2064.410264,1478.456788,2273.305871,2214.606084,2484.998963,1915.868185,2066.5519329999997,2050.097034,2260.528907,2034.730018,1892.900332,1814.075001,2199.647107,2067.3467809999997,2095.142655,2411.595801,1920.01722,2789.637224,1933.922881,2303.95835,1873.379664,2058.277786,2048.569018,1762.856064,1882.268369,1305.1,2025.7199939999998
1,1951,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1289.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,860.0,0.0,0.0,0.0,0.0,0.0,0.0,1339.7,0.0,0.0,0.0,0.0,1370.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2341278,78,1879.585974,1879.585974,1925.398426,1886.47051,2042.669741,2300.325445,1848.781234,1996.323749,1879.657493,1992.339528,2021.3680709999999,1917.336143,2339.418311,2163.989883,1732.191486,1625.076115,1851.8907319999998,1528.717943,1795.9923840000001,2129.598379,2015.72016,1830.9299549999998,1944.5444430000002,1851.754509,1918.8482840000001,2001.624865,1582.3359839999998,1911.6802950000001,1582.3359839999998,1914.8684440000002,1909.583364,1558.620516,2093.9306229999997,1783.577252,1704.730221,1943.0912509999998,1767.123117,1954.428872,1779.052853,2038.286388,1680.016571,1622.843979,1769.615143,1479.8615530000002,1831.6623,1756.914279,1795.0975290000001,1669.697625,1650.275891,1335.609978,2225.989041,1888.203105,2457.843383,1958.818039,1935.792185,2163.068301,2449.808357,2020.096113,2010.536522,1937.892264,2204.9134870000003,1976.375317,2034.265122,2459.302722,1936.3752,2711.1134070000003,2040.296024,2434.3080879999998,2117.732271,1999.972603,2590.65034,2249.146795,2356.401524,1198.0,1953.0723282054796
2,1952,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1528.8999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1073.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1272.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1345.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2342478,78,2033.157683,2033.157683,2162.1388,1909.566812,2055.8975170000003,2821.163318,1894.131164,2050.140648,1963.837902,2187.4564530000002,2152.360816,2113.219127,2482.552362,2225.460141,1872.064635,1856.7174209999998,2157.449836,1712.071227,1748.585151,2165.078482,2219.980052,1965.0939549999998,2189.574548,2092.294601,2094.081231,2414.664513,1723.6800250000001,2158.710384,1723.6800250000001,2096.432744,2177.114417,1822.332385,2314.369404,2420.338993,1867.615155,2356.735258,2136.595827,2536.0262079999998,2203.431552,2548.542899,2277.090483,2282.671981,2282.108013,1936.985629,2456.7437259999997,2000.462247,2175.159067,1869.487352,2183.2166349999998,1992.045279,2343.026704,2239.664269,2496.140971,2087.868219,2227.54272,2121.3990949999998,2566.946498,2121.7562310000003,1999.300076,1919.883942,2289.6218209999997,2163.562228,2161.074377,2395.496649,2018.973565,2697.08178,1995.488708,2334.991201,1865.644833,1820.821396,2337.801553,1996.252596,2002.7436830000001,1305.225,2141.32266960274
3,1953,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1027.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761.3,0.0,0.0,0.0,0.0,0.0,0.0,705.9,0.0,0.0,0.0,0.0,1371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2343678,78,1984.967934,1984.967934,2088.979871,1866.2695679999997,2037.0688289999998,2722.487615,1895.353875,2108.547531,1906.613529,2254.268923,2153.1665270000003,2137.883165,2425.76807,2361.771815,1733.000996,1779.309066,2117.107758,1797.08557,2053.309516,2410.269514,2278.678513,2202.876621,2317.835837,2194.221959,2373.07781,2579.580621,1816.8076350000001,2240.308584,1816.8076350000001,2107.346006,2242.7496979999996,1870.962678,2474.620002,2393.528148,2109.4229,2561.451451,2349.377233,2462.0407149999996,2217.658497,2494.173251,2308.701485,2167.053729,2340.006254,1832.980828,2435.089327,1837.014958,2071.749168,2170.013332,2423.592284,1762.461753,2622.043141,2466.955773,2591.877892,1932.5141549999998,2172.5265,1955.886791,2449.471511,1964.263263,2320.411811,2220.6381060000003,2563.925885,2444.557458,2414.593279,2684.395626,2145.702265,2944.986813,2081.865237,2420.631499,2003.051065,1942.298152,2116.280613,1858.717032,1943.786906,1014.1,2199.065305356164
4,1954,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1558.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.0,1158.1,0.0,0.0,0.0,0.0,0.0,0.0,1240.8,0.0,0.0,0.0,0.0,1101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2344878,78,1424.4072079999999,1424.4072079999999,1464.072612,1277.4824449999999,1415.57469,1564.00972,1363.607468,1480.069377,1354.024034,1489.031979,1381.215539,1332.8321469999998,1503.5832209999999,1354.9849800000002,1128.296843,1091.614665,1302.739427,1204.492384,1377.4433920000001,1659.989914,1443.333114,1380.159942,1506.314635,1390.129983,1463.022749,1537.9935560000001,1074.357964,1488.754492,1074.357964,1501.827587,1361.3311190000002,1265.6865229999999,1640.859392,1413.093294,1340.422446,1510.440708,1371.811264,1598.7361259999998,1352.249306,1526.591249,1297.5231139999999,1295.9643529999998,1388.880635,975.068134,1366.739171,1276.27424,1323.6125160000001,1072.021137,1336.301852,941.952247,1274.4296749999999,1252.044353,1366.26021,1228.269068,1194.755924,1248.891057,1531.7787739999999,1179.821694,1334.040317,1233.917962,1403.290467,1305.83774,1282.294492,1268.70163,1141.626546,1494.003082,1246.277126,1508.0338729999999,1245.254257,1171.608374,1384.845334,1230.849876,1284.7810410000002,1174.2666666666667,1341.3877114657532
5,1955,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1306.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,966.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1094.0,958.4,0.0,0.0,0.0,0.0,0.0,0.0,1414.5,0.0,0.0,0.0,0.0,1554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2346078,78,1366.01146,1366.01146,1493.576302,1330.183057,1500.404921,1641.774408,1253.659787,1404.088031,1188.149518,1391.4991870000001,1426.761839,1319.635891,1663.351484,1412.031688,1349.188791,1227.7221610000001,1195.465051,1073.236385,1328.949995,1560.50772,1372.625499,1398.552852,1576.564602,1526.040281,1450.4741960000001,1759.3652929999998,1204.6449029999999,1639.879132,1204.6449029999999,1570.187777,1397.238672,1048.435829,1547.0730760000001,1443.922049,1420.815624,1721.791007,1508.042188,1659.127972,1428.76962,1569.202141,1251.592034,1242.3994480000001,1452.199846,1099.7750179999998,1479.086303,1261.780138,1321.6480780000002,1414.053091,1538.578437,1098.404166,1631.9918349999998,1421.799914,1751.65753,1464.841858,1519.604437,1451.357046,1825.4860410000001,1443.82865,1501.0243070000001,1428.515391,1698.003575,1693.206676,1555.6293289999999,1608.158789,1409.079181,1923.684174,1376.219511,1824.55107,1303.889528,1353.401698,1431.748451,1445.736259,1462.116316,1215.7166666666665,1446.9130805068492
6,1956,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1482.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1285.0,1399.6,0.0,0.0,0.0,0.0,0.0,0.0,1969.0,0.0,0.0,0.0,0.0,1498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2347278,78,1450.865773,1450.865773,1705.4377690000001,1254.8214560000001,1468.4900480000001,1939.789032,1395.161531,1495.878537,1333.938157,1536.8819589999998,1423.259576,1414.543163,1619.102857,1452.818982,1237.773477,1264.192238,1422.402404,1164.217328,1524.549468,1652.6646230000001,1527.924745,1384.89258,1536.263756,1435.1440870000001,1517.4873010000001,1683.954348,1132.684661,1556.368207,1132.684661,1580.670317,1519.1730320000001,1370.6896840000002,1816.9324,1635.257376,1354.681015,1659.577124,1546.180321,1774.64318,1462.2038949999999,1886.742718,1455.8410840000001,1381.246073,1506.9437149999999,1287.1586300000001,1555.096183,1453.864138,1551.538548,1414.39393,1593.294023,1233.007237,1631.099363,1546.048185,1809.168821,1451.256602,1597.7983319999998,1597.870515,1923.384799,1576.0374199999999,1593.652478,1513.493797,1682.455159,1612.1233889999999,1686.817846,1679.53982,1385.369313,1937.068342,1434.59457,1790.334805,1478.833941,1418.701893,1711.043153,1776.952719,1777.2473009999999,1561.95,1531.028571
7,1957,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1361.3999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1320.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1238.5,1393.7,0.0,0.0,0.0,0.0,0.0,0.0,1437.1,0.0,0.0,0.0,0.0,1457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2348478,78,1475.062887,1475.062887,1757.438023,1188.14306,1347.263248,1956.5656319999998,1370.351098,1492.126143,1370.803144,1678.880509,1357.876143,1351.718264,1435.061097,1368.481442,1024.617722,1087.736426,1353.650373,1010.366255,1107.365592,1416.371897,1373.017436,1176.803559,1372.167136,1305.743638,1311.913831,1477.312832,1045.3175139999998,1408.665716,1045.3175139999998,1435.926763,1291.352709,1102.213936,1394.0606189999999,1375.338517,1070.601472,1402.488919,1245.19196,1357.090589,1265.809156,1622.757017,1150.330246,1083.79682,1291.202356,983.080818,1234.952053,1163.840791,1259.180861,1260.437943,1276.216768,1022.582948,1424.508689,1433.126613,1554.591678,1327.209486,1301.993355,1357.844874,1653.9183930000002,1321.319617,1446.707508,1386.068417,1545.2380910000002,1585.819191,1488.643489,1464.455246,1340.0112749999998,1775.5009969999999,1369.219116,1780.346787,1369.253299,1328.0313390000001,1574.570559,1564.530789,1547.889255,1367.9833333333333,1361.2390731780822
8,1958,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1612.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1431.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,1276.5,1204.3,0.0,0.0,0.0,0.0,0.0,0.0,1571.1,0.0,0.0,0.0,0.0,2086.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2349678,78,1400.886653,1400.886653,1526.669622,1285.19896,1436.4909069999999,1655.5553850000001,1366.6820360000002,1444.114791,1362.0979810000001,1418.417848,1448.197288,1391.355561,1536.268134,1397.687109,1355.048151,1413.122805,1359.733189,1316.256664,1411.845398,1652.066358,1467.989987,1277.030657,1445.110012,1407.827164,1340.061554,1569.645521,1269.744829,1656.794988,1269.744829,1532.973725,1534.891943,1200.060944,1584.86637,1381.99683,1299.559019,1538.12601,1493.155656,1567.886469,1596.9707250000001,1492.2574,1311.233367,1262.464872,1324.847372,1178.378561,1391.620518,1211.5686,1131.627766,1219.296046,1330.053245,1095.820593,1456.0929780000001,1301.589142,1523.996271,1109.5263439999999,1159.776382,1328.473949,1432.267927,1243.77259,1445.037746,1310.77736,1662.317775,1477.77956,1481.759884,1548.537098,1409.631737,1715.185041,1369.07194,1704.409071,1257.73462,1373.678692,1658.354022,1320.3818430000001,1371.37621,1374.6285714285714,1405.8043184520548
